# format: as|source|type
# date: 20210401
# name: as2type
# exe: type-convert-amogh.pl
# files: 20210401.merged.class.txt
# types: Content|Enterprise|Transit/Access
268674|peerDB_class|Transit/Access
268675|peerDB_class|Transit/Access
268676|CAIDA_class|Transit/Access
268677|CAIDA_class|Transit/Access
268678|CAIDA_class|Transit/Access
268679|CAIDA_class|Transit/Access
268680|CAIDA_class|Transit/Access
268681|CAIDA_class|Transit/Access
268682|CAIDA_class|Transit/Access
268683|CAIDA_class|Transit/Access
268684|CAIDA_class|Transit/Access
268685|peerDB_class|Content
268686|CAIDA_class|Transit/Access
268687|CAIDA_class|Transit/Access
268688|CAIDA_class|Transit/Access
268689|peerDB_class|Transit/Access
268690|CAIDA_class|Transit/Access
268691|CAIDA_class|Transit/Access
268692|CAIDA_class|Transit/Access
268693|CAIDA_class|Transit/Access
268694|CAIDA_class|Transit/Access
268695|CAIDA_class|Transit/Access
268696|peerDB_class|Enterprise
268697|CAIDA_class|Transit/Access
268698|peerDB_class|Transit/Access
268699|peerDB_class|Transit/Access
268700|CAIDA_class|Transit/Access
268701|CAIDA_class|Transit/Access
268702|CAIDA_class|Transit/Access
268703|CAIDA_class|Transit/Access
268704|CAIDA_class|Transit/Access
268705|CAIDA_class|Transit/Access
268706|CAIDA_class|Transit/Access
268707|peerDB_class|Transit/Access
268708|CAIDA_class|Transit/Access
268709|CAIDA_class|Transit/Access
268710|peerDB_class|Transit/Access
268711|CAIDA_class|Transit/Access
268712|CAIDA_class|Transit/Access
268713|peerDB_class|Transit/Access
268714|CAIDA_class|Transit/Access
268715|peerDB_class|Transit/Access
268716|CAIDA_class|Transit/Access
268717|CAIDA_class|Transit/Access
268718|CAIDA_class|Transit/Access
268719|CAIDA_class|Transit/Access
268720|CAIDA_class|Transit/Access
268721|CAIDA_class|Transit/Access
268722|CAIDA_class|Transit/Access
268723|CAIDA_class|Transit/Access
268725|CAIDA_class|Transit/Access
268726|peerDB_class|Transit/Access
268727|CAIDA_class|Transit/Access
268728|CAIDA_class|Transit/Access
268729|peerDB_class|Transit/Access
268730|CAIDA_class|Transit/Access
268731|peerDB_class|Transit/Access
268732|peerDB_class|Transit/Access
268733|CAIDA_class|Transit/Access
268734|CAIDA_class|Transit/Access
268735|CAIDA_class|Transit/Access
268736|CAIDA_class|Transit/Access
268737|CAIDA_class|Transit/Access
268738|CAIDA_class|Transit/Access
268739|CAIDA_class|Transit/Access
268740|CAIDA_class|Transit/Access
268741|peerDB_class|Transit/Access
268742|CAIDA_class|Transit/Access
268743|CAIDA_class|Enterprise
268745|CAIDA_class|Enterprise
268746|CAIDA_class|Transit/Access
268747|CAIDA_class|Transit/Access
268748|CAIDA_class|Transit/Access
268749|CAIDA_class|Transit/Access
268750|CAIDA_class|Transit/Access
268751|peerDB_class|Content
268753|CAIDA_class|Transit/Access
268754|peerDB_class|Transit/Access
268755|CAIDA_class|Transit/Access
268756|CAIDA_class|Transit/Access
268757|CAIDA_class|Transit/Access
268758|CAIDA_class|Transit/Access
268759|CAIDA_class|Enterprise
268760|CAIDA_class|Transit/Access
268761|CAIDA_class|Transit/Access
268762|CAIDA_class|Transit/Access
268763|peerDB_class|Transit/Access
268764|CAIDA_class|Transit/Access
268765|CAIDA_class|Transit/Access
268766|CAIDA_class|Transit/Access
268767|CAIDA_class|Transit/Access
268768|CAIDA_class|Transit/Access
268769|CAIDA_class|Transit/Access
268770|CAIDA_class|Transit/Access
268771|CAIDA_class|Transit/Access
268772|CAIDA_class|Transit/Access
268773|peerDB_class|Transit/Access
268774|CAIDA_class|Transit/Access
268775|CAIDA_class|Transit/Access
268778|CAIDA_class|Transit/Access
268779|peerDB_class|Transit/Access
268781|CAIDA_class|Transit/Access
268782|CAIDA_class|Transit/Access
268783|CAIDA_class|Enterprise
268784|peerDB_class|Transit/Access
268785|CAIDA_class|Transit/Access
268786|peerDB_class|Transit/Access
268787|peerDB_class|Transit/Access
268788|peerDB_class|Transit/Access
268789|peerDB_class|Transit/Access
268790|CAIDA_class|Transit/Access
268791|peerDB_class|Transit/Access
268792|peerDB_class|Enterprise
268793|CAIDA_class|Transit/Access
268794|CAIDA_class|Transit/Access
268795|peerDB_class|Transit/Access
268796|CAIDA_class|Transit/Access
268797|CAIDA_class|Transit/Access
268798|CAIDA_class|Transit/Access
268799|peerDB_class|Transit/Access
268800|CAIDA_class|Transit/Access
268801|peerDB_class|Transit/Access
268802|CAIDA_class|Transit/Access
268803|CAIDA_class|Transit/Access
268804|CAIDA_class|Transit/Access
268805|peerDB_class|Transit/Access
268806|CAIDA_class|Transit/Access
268807|CAIDA_class|Enterprise
268808|CAIDA_class|Transit/Access
268809|peerDB_class|Transit/Access
268810|CAIDA_class|Transit/Access
268811|peerDB_class|Transit/Access
268812|CAIDA_class|Transit/Access
268813|CAIDA_class|Transit/Access
268814|CAIDA_class|Transit/Access
268815|CAIDA_class|Transit/Access
268816|CAIDA_class|Transit/Access
268817|CAIDA_class|Transit/Access
268818|peerDB_class|Transit/Access
268819|peerDB_class|Transit/Access
268820|CAIDA_class|Transit/Access
268821|peerDB_class|Transit/Access
268822|CAIDA_class|Transit/Access
268823|CAIDA_class|Transit/Access
268824|CAIDA_class|Transit/Access
268825|CAIDA_class|Enterprise
268826|CAIDA_class|Enterprise
268827|CAIDA_class|Transit/Access
268828|CAIDA_class|Transit/Access
268829|peerDB_class|Transit/Access
268830|CAIDA_class|Transit/Access
268831|CAIDA_class|Transit/Access
268832|CAIDA_class|Transit/Access
268833|CAIDA_class|Transit/Access
268834|CAIDA_class|Transit/Access
268835|CAIDA_class|Transit/Access
268836|peerDB_class|Transit/Access
268837|CAIDA_class|Transit/Access
268838|CAIDA_class|Transit/Access
268839|CAIDA_class|Transit/Access
268840|CAIDA_class|Transit/Access
268841|CAIDA_class|Transit/Access
268842|CAIDA_class|Transit/Access
268843|peerDB_class|Transit/Access
268844|CAIDA_class|Enterprise
268845|CAIDA_class|Transit/Access
268846|CAIDA_class|Transit/Access
268847|CAIDA_class|Transit/Access
268848|CAIDA_class|Transit/Access
268849|CAIDA_class|Transit/Access
268850|CAIDA_class|Enterprise
268851|CAIDA_class|Transit/Access
268853|CAIDA_class|Transit/Access
268854|peerDB_class|Transit/Access
268855|peerDB_class|Transit/Access
268856|CAIDA_class|Transit/Access
268858|peerDB_class|Transit/Access
268859|peerDB_class|Transit/Access
268860|CAIDA_class|Transit/Access
268861|CAIDA_class|Transit/Access
268862|CAIDA_class|Transit/Access
268863|CAIDA_class|Transit/Access
268864|peerDB_class|Transit/Access
268865|CAIDA_class|Transit/Access
268866|peerDB_class|Transit/Access
268867|CAIDA_class|Transit/Access
268868|peerDB_class|Transit/Access
268869|peerDB_class|Transit/Access
268870|CAIDA_class|Enterprise
268871|CAIDA_class|Transit/Access
268872|peerDB_class|Transit/Access
268873|peerDB_class|Transit/Access
268874|peerDB_class|Transit/Access
268875|CAIDA_class|Transit/Access
268876|peerDB_class|Transit/Access
268877|CAIDA_class|Transit/Access
268878|peerDB_class|Transit/Access
268879|CAIDA_class|Transit/Access
268880|CAIDA_class|Transit/Access
268881|peerDB_class|Transit/Access
268882|peerDB_class|Transit/Access
268883|peerDB_class|Transit/Access
268884|CAIDA_class|Transit/Access
268885|CAIDA_class|Transit/Access
268886|CAIDA_class|Transit/Access
268887|peerDB_class|Transit/Access
268888|CAIDA_class|Transit/Access
268889|CAIDA_class|Enterprise
268890|CAIDA_class|Transit/Access
268891|CAIDA_class|Transit/Access
268892|CAIDA_class|Transit/Access
268893|peerDB_class|Transit/Access
268894|CAIDA_class|Transit/Access
268895|CAIDA_class|Transit/Access
268896|CAIDA_class|Transit/Access
268897|CAIDA_class|Transit/Access
268898|peerDB_class|Transit/Access
268899|CAIDA_class|Transit/Access
268900|peerDB_class|Transit/Access
268901|CAIDA_class|Transit/Access
268902|CAIDA_class|Transit/Access
268903|CAIDA_class|Transit/Access
268904|peerDB_class|Transit/Access
268905|CAIDA_class|Transit/Access
268906|CAIDA_class|Transit/Access
268907|CAIDA_class|Transit/Access
268908|CAIDA_class|Transit/Access
268909|peerDB_class|Transit/Access
268910|CAIDA_class|Transit/Access
268911|CAIDA_class|Transit/Access
268912|CAIDA_class|Transit/Access
268913|CAIDA_class|Transit/Access
268914|CAIDA_class|Transit/Access
268915|CAIDA_class|Transit/Access
268916|CAIDA_class|Transit/Access
268917|CAIDA_class|Transit/Access
268919|CAIDA_class|Transit/Access
268920|peerDB_class|Transit/Access
268921|CAIDA_class|Transit/Access
268922|CAIDA_class|Transit/Access
268923|peerDB_class|Transit/Access
268924|CAIDA_class|Transit/Access
268925|peerDB_class|Transit/Access
268926|CAIDA_class|Transit/Access
268927|CAIDA_class|Transit/Access
268928|peerDB_class|Transit/Access
268929|peerDB_class|Transit/Access
268930|peerDB_class|Transit/Access
268931|peerDB_class|Transit/Access
268932|CAIDA_class|Transit/Access
268933|CAIDA_class|Transit/Access
268934|CAIDA_class|Transit/Access
268935|CAIDA_class|Transit/Access
268936|CAIDA_class|Transit/Access
268937|CAIDA_class|Transit/Access
268938|CAIDA_class|Transit/Access
268939|CAIDA_class|Transit/Access
268940|CAIDA_class|Transit/Access
268941|CAIDA_class|Transit/Access
268942|CAIDA_class|Transit/Access
268943|CAIDA_class|Transit/Access
268944|peerDB_class|Transit/Access
268945|CAIDA_class|Transit/Access
268946|CAIDA_class|Transit/Access
268947|peerDB_class|Transit/Access
268948|CAIDA_class|Transit/Access
268949|CAIDA_class|Transit/Access
268950|CAIDA_class|Transit/Access
268951|CAIDA_class|Transit/Access
268952|peerDB_class|Transit/Access
268953|peerDB_class|Transit/Access
268954|CAIDA_class|Transit/Access
268955|CAIDA_class|Transit/Access
268956|CAIDA_class|Transit/Access
268957|CAIDA_class|Transit/Access
268958|CAIDA_class|Enterprise
268959|CAIDA_class|Transit/Access
268960|CAIDA_class|Transit/Access
268961|CAIDA_class|Transit/Access
268962|CAIDA_class|Transit/Access
268963|CAIDA_class|Transit/Access
268964|CAIDA_class|Transit/Access
268965|CAIDA_class|Transit/Access
268966|peerDB_class|Transit/Access
268967|CAIDA_class|Transit/Access
268968|CAIDA_class|Transit/Access
268969|CAIDA_class|Transit/Access
268970|CAIDA_class|Transit/Access
268971|CAIDA_class|Transit/Access
268972|CAIDA_class|Transit/Access
268973|CAIDA_class|Transit/Access
268974|CAIDA_class|Transit/Access
268975|CAIDA_class|Transit/Access
268976|peerDB_class|Transit/Access
268977|CAIDA_class|Transit/Access
268978|CAIDA_class|Transit/Access
268979|CAIDA_class|Transit/Access
268980|CAIDA_class|Transit/Access
268981|CAIDA_class|Transit/Access
268982|peerDB_class|Transit/Access
268983|CAIDA_class|Transit/Access
268984|peerDB_class|Transit/Access
268985|CAIDA_class|Transit/Access
268986|CAIDA_class|Transit/Access
268987|CAIDA_class|Transit/Access
268988|peerDB_class|Transit/Access
268989|CAIDA_class|Transit/Access
268990|CAIDA_class|Transit/Access
268991|CAIDA_class|Transit/Access
268992|peerDB_class|Transit/Access
268993|CAIDA_class|Transit/Access
268994|CAIDA_class|Transit/Access
268995|CAIDA_class|Transit/Access
268996|CAIDA_class|Transit/Access
268997|CAIDA_class|Transit/Access
268998|CAIDA_class|Transit/Access
268999|CAIDA_class|Transit/Access
269000|CAIDA_class|Transit/Access
269001|CAIDA_class|Transit/Access
269002|CAIDA_class|Transit/Access
269003|peerDB_class|Transit/Access
269004|peerDB_class|Transit/Access
269005|CAIDA_class|Transit/Access
269006|CAIDA_class|Transit/Access
269007|peerDB_class|Transit/Access
269008|CAIDA_class|Transit/Access
269009|CAIDA_class|Transit/Access
269011|CAIDA_class|Transit/Access
269012|CAIDA_class|Transit/Access
269013|CAIDA_class|Transit/Access
269014|peerDB_class|Transit/Access
269015|CAIDA_class|Transit/Access
269016|CAIDA_class|Transit/Access
269017|CAIDA_class|Transit/Access
269018|peerDB_class|Transit/Access
269019|peerDB_class|Transit/Access
269020|CAIDA_class|Transit/Access
269021|CAIDA_class|Transit/Access
269022|CAIDA_class|Transit/Access
269023|CAIDA_class|Transit/Access
269024|CAIDA_class|Transit/Access
269025|CAIDA_class|Transit/Access
269026|CAIDA_class|Transit/Access
269027|CAIDA_class|Transit/Access
269028|peerDB_class|Transit/Access
269029|CAIDA_class|Transit/Access
269030|CAIDA_class|Transit/Access
269031|CAIDA_class|Transit/Access
269032|CAIDA_class|Transit/Access
269033|peerDB_class|Transit/Access
269034|CAIDA_class|Transit/Access
269035|CAIDA_class|Transit/Access
269036|CAIDA_class|Transit/Access
269037|peerDB_class|Transit/Access
269038|CAIDA_class|Transit/Access
269039|CAIDA_class|Transit/Access
269040|CAIDA_class|Transit/Access
269041|CAIDA_class|Transit/Access
269042|CAIDA_class|Transit/Access
269043|peerDB_class|Transit/Access
269044|CAIDA_class|Transit/Access
269045|CAIDA_class|Transit/Access
269046|peerDB_class|Transit/Access
269047|peerDB_class|Transit/Access
269048|CAIDA_class|Transit/Access
269049|CAIDA_class|Transit/Access
269050|CAIDA_class|Transit/Access
269051|CAIDA_class|Transit/Access
269052|CAIDA_class|Transit/Access
269053|peerDB_class|Transit/Access
269054|CAIDA_class|Transit/Access
269055|CAIDA_class|Transit/Access
269056|CAIDA_class|Transit/Access
269057|CAIDA_class|Transit/Access
269058|CAIDA_class|Transit/Access
269059|CAIDA_class|Transit/Access
269060|peerDB_class|Transit/Access
269061|peerDB_class|Transit/Access
269062|CAIDA_class|Transit/Access
269063|CAIDA_class|Transit/Access
269064|CAIDA_class|Transit/Access
269065|CAIDA_class|Transit/Access
269066|CAIDA_class|Transit/Access
269067|CAIDA_class|Transit/Access
269068|peerDB_class|Transit/Access
269069|CAIDA_class|Transit/Access
269070|peerDB_class|Content
269071|CAIDA_class|Transit/Access
269072|CAIDA_class|Transit/Access
269073|CAIDA_class|Transit/Access
269074|CAIDA_class|Transit/Access
269075|peerDB_class|Transit/Access
269076|peerDB_class|Transit/Access
269077|CAIDA_class|Transit/Access
269078|CAIDA_class|Transit/Access
269079|peerDB_class|Transit/Access
269080|CAIDA_class|Transit/Access
269081|peerDB_class|Transit/Access
269082|peerDB_class|Transit/Access
269083|CAIDA_class|Transit/Access
269084|CAIDA_class|Transit/Access
269085|CAIDA_class|Transit/Access
269086|CAIDA_class|Transit/Access
269087|CAIDA_class|Transit/Access
269088|CAIDA_class|Transit/Access
269089|CAIDA_class|Transit/Access
269090|peerDB_class|Transit/Access
269091|peerDB_class|Transit/Access
269092|CAIDA_class|Transit/Access
269093|CAIDA_class|Transit/Access
269094|peerDB_class|Transit/Access
269096|peerDB_class|Transit/Access
269097|peerDB_class|Transit/Access
269098|CAIDA_class|Transit/Access
269099|CAIDA_class|Transit/Access
269100|CAIDA_class|Transit/Access
269101|CAIDA_class|Enterprise
269102|CAIDA_class|Transit/Access
269103|CAIDA_class|Transit/Access
269104|peerDB_class|Transit/Access
269105|peerDB_class|Transit/Access
269107|CAIDA_class|Transit/Access
269108|CAIDA_class|Transit/Access
269109|CAIDA_class|Transit/Access
269110|CAIDA_class|Transit/Access
269111|peerDB_class|Transit/Access
269112|CAIDA_class|Transit/Access
269113|CAIDA_class|Transit/Access
269114|CAIDA_class|Transit/Access
269116|peerDB_class|Transit/Access
269117|CAIDA_class|Transit/Access
269118|peerDB_class|Transit/Access
269119|CAIDA_class|Transit/Access
269120|CAIDA_class|Transit/Access
269121|CAIDA_class|Transit/Access
269122|CAIDA_class|Transit/Access
269123|CAIDA_class|Transit/Access
269124|CAIDA_class|Transit/Access
269125|CAIDA_class|Transit/Access
269126|CAIDA_class|Transit/Access
269127|CAIDA_class|Transit/Access
269128|peerDB_class|Transit/Access
269129|peerDB_class|Transit/Access
269130|peerDB_class|Transit/Access
269131|peerDB_class|Transit/Access
269132|CAIDA_class|Enterprise
269133|CAIDA_class|Enterprise
269134|CAIDA_class|Transit/Access
269135|CAIDA_class|Transit/Access
269136|peerDB_class|Transit/Access
269137|peerDB_class|Transit/Access
269138|CAIDA_class|Transit/Access
269139|CAIDA_class|Transit/Access
269140|CAIDA_class|Transit/Access
269141|CAIDA_class|Transit/Access
269142|CAIDA_class|Transit/Access
269143|CAIDA_class|Transit/Access
269144|CAIDA_class|Transit/Access
269145|CAIDA_class|Transit/Access
269146|peerDB_class|Transit/Access
269147|CAIDA_class|Transit/Access
269148|CAIDA_class|Transit/Access
269149|CAIDA_class|Transit/Access
269150|CAIDA_class|Transit/Access
269151|CAIDA_class|Transit/Access
269153|CAIDA_class|Transit/Access
269154|CAIDA_class|Transit/Access
269155|CAIDA_class|Transit/Access
269156|peerDB_class|Transit/Access
269157|CAIDA_class|Transit/Access
269158|peerDB_class|Transit/Access
269159|CAIDA_class|Transit/Access
269160|CAIDA_class|Transit/Access
269161|CAIDA_class|Transit/Access
269162|CAIDA_class|Transit/Access
269163|peerDB_class|Transit/Access
269164|CAIDA_class|Transit/Access
269165|CAIDA_class|Transit/Access
269166|CAIDA_class|Transit/Access
269167|CAIDA_class|Transit/Access
269168|CAIDA_class|Transit/Access
269169|CAIDA_class|Transit/Access
269170|CAIDA_class|Transit/Access
269171|CAIDA_class|Transit/Access
269172|CAIDA_class|Transit/Access
269173|peerDB_class|Transit/Access
269174|CAIDA_class|Transit/Access
269175|CAIDA_class|Enterprise
269177|CAIDA_class|Transit/Access
269178|CAIDA_class|Transit/Access
269179|peerDB_class|Transit/Access
269180|peerDB_class|Transit/Access
269181|CAIDA_class|Transit/Access
269182|peerDB_class|Transit/Access
269183|peerDB_class|Transit/Access
269184|peerDB_class|Transit/Access
269185|CAIDA_class|Transit/Access
269186|CAIDA_class|Transit/Access
269187|CAIDA_class|Transit/Access
269188|CAIDA_class|Transit/Access
269189|CAIDA_class|Transit/Access
269190|CAIDA_class|Transit/Access
269191|CAIDA_class|Enterprise
269192|CAIDA_class|Transit/Access
269193|CAIDA_class|Transit/Access
269194|peerDB_class|Transit/Access
269195|CAIDA_class|Transit/Access
269196|CAIDA_class|Transit/Access
269197|peerDB_class|Transit/Access
269198|CAIDA_class|Transit/Access
269199|CAIDA_class|Transit/Access
269200|CAIDA_class|Transit/Access
269201|CAIDA_class|Transit/Access
269202|peerDB_class|Transit/Access
269203|CAIDA_class|Transit/Access
269204|peerDB_class|Transit/Access
269205|CAIDA_class|Transit/Access
269206|CAIDA_class|Transit/Access
269207|CAIDA_class|Transit/Access
269208|peerDB_class|Transit/Access
269209|CAIDA_class|Enterprise
269210|CAIDA_class|Transit/Access
269211|CAIDA_class|Transit/Access
269212|peerDB_class|Transit/Access
269213|peerDB_class|Transit/Access
269214|CAIDA_class|Transit/Access
269215|CAIDA_class|Transit/Access
269216|CAIDA_class|Enterprise
269217|CAIDA_class|Transit/Access
269218|CAIDA_class|Transit/Access
269219|CAIDA_class|Transit/Access
269220|CAIDA_class|Transit/Access
269221|CAIDA_class|Transit/Access
269222|CAIDA_class|Transit/Access
269223|CAIDA_class|Transit/Access
269224|CAIDA_class|Transit/Access
269225|CAIDA_class|Transit/Access
269226|CAIDA_class|Transit/Access
269227|CAIDA_class|Transit/Access
269228|CAIDA_class|Transit/Access
269229|peerDB_class|Transit/Access
269230|CAIDA_class|Transit/Access
269231|CAIDA_class|Transit/Access
269232|CAIDA_class|Transit/Access
269233|CAIDA_class|Transit/Access
269234|CAIDA_class|Transit/Access
269235|peerDB_class|Transit/Access
269236|CAIDA_class|Transit/Access
269237|peerDB_class|Transit/Access
269238|CAIDA_class|Transit/Access
269239|CAIDA_class|Transit/Access
269240|CAIDA_class|Transit/Access
269241|CAIDA_class|Transit/Access
269242|CAIDA_class|Transit/Access
269243|peerDB_class|Transit/Access
269244|CAIDA_class|Transit/Access
269245|peerDB_class|Transit/Access
269246|peerDB_class|Transit/Access
269247|CAIDA_class|Transit/Access
269248|CAIDA_class|Transit/Access
269249|CAIDA_class|Transit/Access
269250|peerDB_class|Transit/Access
269251|CAIDA_class|Transit/Access
269252|CAIDA_class|Transit/Access
269253|peerDB_class|Enterprise
269254|CAIDA_class|Transit/Access
269255|peerDB_class|Transit/Access
269256|peerDB_class|Transit/Access
269258|peerDB_class|Transit/Access
269260|CAIDA_class|Transit/Access
269261|peerDB_class|Transit/Access
269262|CAIDA_class|Transit/Access
269263|CAIDA_class|Transit/Access
269264|peerDB_class|Transit/Access
269265|CAIDA_class|Transit/Access
269266|peerDB_class|Transit/Access
269267|CAIDA_class|Transit/Access
269268|CAIDA_class|Transit/Access
269269|CAIDA_class|Transit/Access
269270|CAIDA_class|Transit/Access
269271|CAIDA_class|Transit/Access
269272|CAIDA_class|Transit/Access
269273|CAIDA_class|Transit/Access
269274|CAIDA_class|Transit/Access
269275|CAIDA_class|Transit/Access
269276|CAIDA_class|Transit/Access
269277|CAIDA_class|Transit/Access
269278|CAIDA_class|Transit/Access
269279|peerDB_class|Transit/Access
269280|CAIDA_class|Transit/Access
269281|CAIDA_class|Transit/Access
269282|CAIDA_class|Transit/Access
269283|CAIDA_class|Transit/Access
269284|CAIDA_class|Transit/Access
269285|CAIDA_class|Transit/Access
269286|peerDB_class|Transit/Access
269287|peerDB_class|Transit/Access
269288|CAIDA_class|Transit/Access
269289|CAIDA_class|Transit/Access
269290|CAIDA_class|Transit/Access
269291|CAIDA_class|Transit/Access
269292|CAIDA_class|Transit/Access
269293|CAIDA_class|Transit/Access
269294|CAIDA_class|Transit/Access
269295|peerDB_class|Transit/Access
269296|peerDB_class|Enterprise
269297|CAIDA_class|Transit/Access
269298|CAIDA_class|Transit/Access
269299|peerDB_class|Transit/Access
269300|CAIDA_class|Transit/Access
269301|peerDB_class|Transit/Access
269302|CAIDA_class|Transit/Access
269303|CAIDA_class|Transit/Access
269304|CAIDA_class|Transit/Access
269305|CAIDA_class|Transit/Access
269306|CAIDA_class|Transit/Access
269307|peerDB_class|Transit/Access
269308|CAIDA_class|Transit/Access
269309|CAIDA_class|Transit/Access
269310|peerDB_class|Transit/Access
269311|peerDB_class|Transit/Access
269312|CAIDA_class|Transit/Access
269313|peerDB_class|Transit/Access
269314|CAIDA_class|Transit/Access
269315|CAIDA_class|Transit/Access
269316|peerDB_class|Transit/Access
269317|peerDB_class|Transit/Access
269318|CAIDA_class|Transit/Access
269319|peerDB_class|Transit/Access
269320|CAIDA_class|Transit/Access
269321|CAIDA_class|Transit/Access
269322|CAIDA_class|Transit/Access
269323|CAIDA_class|Transit/Access
269324|CAIDA_class|Transit/Access
269325|CAIDA_class|Transit/Access
269326|CAIDA_class|Transit/Access
269327|peerDB_class|Transit/Access
269328|CAIDA_class|Transit/Access
269329|peerDB_class|Transit/Access
269330|CAIDA_class|Transit/Access
269331|CAIDA_class|Transit/Access
269332|CAIDA_class|Transit/Access
269333|peerDB_class|Transit/Access
269334|peerDB_class|Transit/Access
269335|CAIDA_class|Transit/Access
269336|CAIDA_class|Transit/Access
269337|CAIDA_class|Transit/Access
269338|CAIDA_class|Transit/Access
269339|CAIDA_class|Transit/Access
269340|CAIDA_class|Transit/Access
269341|CAIDA_class|Transit/Access
269342|peerDB_class|Transit/Access
269343|CAIDA_class|Transit/Access
269344|peerDB_class|Transit/Access
269345|CAIDA_class|Transit/Access
269346|CAIDA_class|Enterprise
269347|peerDB_class|Transit/Access
269348|CAIDA_class|Transit/Access
269349|CAIDA_class|Transit/Access
269350|CAIDA_class|Transit/Access
269351|CAIDA_class|Transit/Access
269352|CAIDA_class|Transit/Access
269353|CAIDA_class|Transit/Access
269354|peerDB_class|Transit/Access
269355|CAIDA_class|Transit/Access
269356|CAIDA_class|Transit/Access
269357|CAIDA_class|Transit/Access
269358|CAIDA_class|Transit/Access
269359|CAIDA_class|Transit/Access
269360|CAIDA_class|Transit/Access
269361|CAIDA_class|Transit/Access
269362|peerDB_class|Transit/Access
269363|CAIDA_class|Transit/Access
269364|CAIDA_class|Transit/Access
269365|peerDB_class|Transit/Access
269366|peerDB_class|Transit/Access
269367|peerDB_class|Transit/Access
269368|CAIDA_class|Transit/Access
269369|peerDB_class|Transit/Access
269370|peerDB_class|Transit/Access
269371|CAIDA_class|Transit/Access
269372|CAIDA_class|Transit/Access
269373|peerDB_class|Transit/Access
269374|CAIDA_class|Transit/Access
269375|CAIDA_class|Transit/Access
269376|CAIDA_class|Transit/Access
269377|CAIDA_class|Transit/Access
269378|CAIDA_class|Transit/Access
269379|CAIDA_class|Transit/Access
269380|CAIDA_class|Transit/Access
269381|CAIDA_class|Transit/Access
269382|CAIDA_class|Transit/Access
269383|CAIDA_class|Transit/Access
269384|CAIDA_class|Transit/Access
269385|CAIDA_class|Transit/Access
269386|CAIDA_class|Transit/Access
269387|peerDB_class|Transit/Access
269388|CAIDA_class|Transit/Access
269389|CAIDA_class|Transit/Access
269390|CAIDA_class|Transit/Access
269391|peerDB_class|Transit/Access
269392|CAIDA_class|Transit/Access
269393|CAIDA_class|Transit/Access
269394|CAIDA_class|Transit/Access
269395|CAIDA_class|Transit/Access
269396|CAIDA_class|Transit/Access
269397|CAIDA_class|Transit/Access
269398|peerDB_class|Transit/Access
269399|CAIDA_class|Transit/Access
269400|peerDB_class|Enterprise
269401|CAIDA_class|Transit/Access
269402|CAIDA_class|Transit/Access
269403|CAIDA_class|Transit/Access
269404|CAIDA_class|Enterprise
269405|CAIDA_class|Transit/Access
269406|CAIDA_class|Transit/Access
269407|CAIDA_class|Transit/Access
269408|CAIDA_class|Transit/Access
269409|CAIDA_class|Transit/Access
269410|CAIDA_class|Transit/Access
269411|CAIDA_class|Transit/Access
269412|CAIDA_class|Transit/Access
269413|CAIDA_class|Transit/Access
269414|CAIDA_class|Transit/Access
269415|CAIDA_class|Transit/Access
269416|peerDB_class|Transit/Access
269417|CAIDA_class|Transit/Access
269418|CAIDA_class|Transit/Access
269419|CAIDA_class|Transit/Access
269420|CAIDA_class|Transit/Access
269421|CAIDA_class|Transit/Access
269422|CAIDA_class|Transit/Access
269423|CAIDA_class|Transit/Access
269424|peerDB_class|Transit/Access
269425|peerDB_class|Transit/Access
269426|CAIDA_class|Transit/Access
269427|CAIDA_class|Transit/Access
269429|CAIDA_class|Transit/Access
269430|CAIDA_class|Transit/Access
269431|CAIDA_class|Transit/Access
269432|peerDB_class|Transit/Access
269433|CAIDA_class|Transit/Access
269434|CAIDA_class|Transit/Access
269435|peerDB_class|Transit/Access
269436|CAIDA_class|Transit/Access
269437|CAIDA_class|Transit/Access
269438|CAIDA_class|Transit/Access
269439|peerDB_class|Transit/Access
269441|peerDB_class|Transit/Access
269442|CAIDA_class|Transit/Access
269443|CAIDA_class|Transit/Access
269444|CAIDA_class|Transit/Access
269445|CAIDA_class|Transit/Access
269446|CAIDA_class|Transit/Access
269447|CAIDA_class|Transit/Access
269448|CAIDA_class|Transit/Access
269449|CAIDA_class|Transit/Access
269450|CAIDA_class|Transit/Access
269452|CAIDA_class|Transit/Access
269453|CAIDA_class|Transit/Access
269454|CAIDA_class|Transit/Access
269455|CAIDA_class|Transit/Access
269456|peerDB_class|Transit/Access
269457|peerDB_class|Transit/Access
269459|CAIDA_class|Transit/Access
269460|CAIDA_class|Transit/Access
269461|CAIDA_class|Transit/Access
269462|peerDB_class|Transit/Access
269463|CAIDA_class|Transit/Access
269464|CAIDA_class|Transit/Access
269465|CAIDA_class|Transit/Access
269466|peerDB_class|Transit/Access
269467|CAIDA_class|Transit/Access
269468|CAIDA_class|Transit/Access
269469|CAIDA_class|Transit/Access
269470|CAIDA_class|Transit/Access
269471|CAIDA_class|Transit/Access
269472|CAIDA_class|Transit/Access
269473|CAIDA_class|Transit/Access
269474|CAIDA_class|Transit/Access
269475|CAIDA_class|Transit/Access
269476|CAIDA_class|Transit/Access
269477|CAIDA_class|Transit/Access
269478|peerDB_class|Enterprise
269479|CAIDA_class|Transit/Access
269480|CAIDA_class|Transit/Access
